Date,Power_from_gas_engine,Daily_NEA,Total_Power,Total_power_per_ML,Raw_sew_flow,Raw_sew_com_pH,Raw_sew_com_BOD,Raw_sew_com_COD,Raw_sew_com_TSS,Raw_sew_com_N,Raw_sew_com_OG,Raw_sew_pH,Raw_sew_BOD,Raw_sew_COD,Raw_sew_TSS,Raw_sew_TP,Raw_sew_TColi,Raw_sew_FColi,Grit_TSS,PST_pH,PST_TSS,PST_BOD,PST_COD,PST_Sludge,SC_pH,SC_TSS,SC_BOD,SC_COD,SC_RAS,SST_pH,SST_TSS,SST_BOD,SST_CODRaw_sew,SST_RAS,CCT_com_pH,CCT_com_BOD,CCT_com_COD,CCT_com_TSS,CCT_com_OG,CCT_com_N,CCT_pH,CCT_BOD,CCT_COD,CCT_TSS,CCT_TColi,CCT_FColi,CCT_FRC,Existing_AT_pH,Existing_AT_DO,Existing_AT_MLSS,Existing_AT_MLVSS,Existing_AT_SV30,Existing_AT_SVI,New_AT_pH,New_AT_DO,New_AT_MLSS,New_AT_MLVSS,New_AT_SV30,New_AT_SVI,PST_Sludge_pH,PST_Sludge_TS,PST_Sludge_VS,Thickened_sludge_pH,Thickened_sludge_TS,Thickened_sludge_VS,Thickened_sludge_VFA,Thickened_sludge_Alk,Thickened_sludge_VFA_to_Alk,Digestor_Feed_Vol,Digestor_A_pH,Digestor_A_TS,Digestor_A_VS,Digestor_A_VFA,Digestor_A_Alk,Digestor_A_VFA_to_Alk,Digestor_A_Temp,Digestor_B_pH,Digestor_B_TS,Digestor_B_VS,Digestor_B_VFA,Digestor_B_Alk,Digestor_B_VFA_to_Alk,Digestor_B_Temp,Centrifuge_feed_pH,Centrifuge_feed_TS,Centrifuge_feed_VS,Cake_TS,Cake_VS,Centrifuge_feed_Vol,Gas_generation,Methane,Carbondioxide,Gas_scrubber_inlet_pH,Gas_scrubber_outlet_pH,Odour_control_inlet_pH,Odour_control_outlet_pH
2023-01-11,1.6,14.9,16.5,959.4138853355041,17.198,7.01,629.1,1235.0,935.0,94.0,56.0,7.02,614.0,1326.0,1160.0,\N,59000000.0,31000000.0,640.0,7.0,1195.0,479.0,742.0,262.0,6.84,27.0,20.6,108.0,10240.0,6.79,30.0,23.0,98.0,13800.0,7.09,7.5,73.0,9.3,4.5,36.0,6.99,8.3,66.0,8.7,990.0,260.0,0.2,6.455,1.03,6650.0,4095.0,840.0,126.492680283584,6.56,1.075,6570.0,4130.0,760.0,115.440115440115,6.2975,4.4625,55.33,6.29,5.64,52.48,804.0,450.0,1.7866666666666666,189.0,6.77,4.87,47.9,1068.0,1575.0,0.6780952380952381,22.65,6.51,5.34,46.82,1200.0,1350.0,0.8888888888888888,16.45,6.6,5.75,46.71,20.78,47.71,173.0,\N,\N,\N,453.0,141.0,6.79,2.41
2023-01-12,1.5,13.83,15.33,906.9932552360667,16.902,7.08,434.1,766.0,460.0,84.0,89.0,7.09,614.1,969.0,645.0,\N,9000000.0,4000000.0,410.0,6.99,1515.0,404.1,535.0,505.0,6.78,31.0,17.1,101.0,10170.0,6.81,25.0,17.7,119.0,11660.0,7.14,7.5,49.0,10.3,36.0,4.5,7.05,8.4,66.0,9.6,\N,\N,0.2,6.575,0.95,6570.0,4180.0,825.0,125.878808168731,6.595,0.95,6555.0,4320.0,750.0,114.965443912812,6.4725,4.43,49.3775,6.33,6.28,49.83,624.0,425.0,1.468235294117647,176.0,6.76,5.09,45.41,1044.0,1475.0,0.7077966101694916,22.71,6.57,6.06,44.34,1116.0,1425.0,0.783157894736842,16.01,6.63,3.8,38.49,23.1,50.45,171.0,\N,\N,\N,453.0,170.0,7.07,3.11
2023-01-13,1.8,14.59,16.39,872.5511073253833,18.784,7.23,524.3,780.0,550.0,98.0,101.0,7.01,479.1,742.0,585.0,\N,18000000.0,13000000.0,550.0,6.87,810.0,434.1,553.0,227.0,6.88,21.0,15.9,108.0,10760.0,6.82,26.0,16.5,98.0,12620.0,7.19,6.5,59.0,8.3,5.5,44.0,7.47,8.1,66.0,13.6,240.0,60.0,0.2,6.895,0.895,6610.0,4155.0,815.0,123.308747883429,6.545,0.99,7175.0,4600.0,830.0,115.801738033499,6.31,4.4875,51.6625,6.11,5.45,52.59,852.0,400.0,2.13,167.0,6.76,5.36,46.21,1524.0,1225.0,1.2440816326530613,22.6,6.38,5.97,46.19,1044.0,1075.0,0.9711627906976744,16.45,6.53,5.26,48.07,21.54,50.13,176.0,\N,\N,\N,566.0,170.0,6.83,3.2
2023-01-14,1.7,13.37,15.069999999999999,794.2028985507245,18.975,7.1,434.2,1014.0,790.0,90.0,95.0,7.33,524.3,840.0,680.0,\N,14000000.0,5000000.0,580.0,7.08,865.0,509.3,486.0,265.0,6.65,25.0,12.5,45.0,10580.0,6.88,23.0,13.1,63.0,17450.0,7.12,5.2,45.0,8.3,5.5,28.0,6.83,7.1,49.0,8.0,330.0,80.0,0.5,7.575,0.96,6475.0,3675.0,795.0,122.968768696901,7.36,0.865,7060.0,4520.0,770.0,109.252095422308,6.4425,4.3975,51.665,6.28,5.57,47.43,744.0,475.0,1.566315789473684,101.0,6.85,4.87,49.56,1284.0,1475.0,0.8705084745762712,22.71,6.82,5.51,47.18,1212.0,1450.0,0.8358620689655173,16.4,6.6,\N,\N,\N,\N,149.0,\N,\N,\N,566.0,141.0,7.02,3.86
2023-01-15,1.6,13.68,15.28,789.1339151990911,19.363,6.78,418.9,983.0,700.0,68.0,102.0,7.08,524.2,941.0,710.0,\N,10000000.0,8000000.0,560.0,7.0,675.0,239.2,581.0,315.0,6.82,13.0,9.4,84.0,9570.0,6.89,25.0,11.2,98.0,13620.0,7.08,7.0,31.0,9.0,14.0,9.5,6.92,4.9,66.0,8.6,210.0,30.0,0.5,6.625,0.915,6525.0,3620.0,805.0,124.174815756277,6.715,0.84,7015.0,4390.0,835.0,119.121222858958,6.5075,4.505,59.9875,6.5,5.35,58.98,960.0,525.0,1.8285714285714285,133.0,6.86,5.91,45.1,1416.0,1625.0,0.8713846153846154,22.85,6.83,5.21,49.72,1344.0,1625.0,0.827076923076923,16.23,6.91,5.29,54.39,23.78,48.72,151.0,\N,\N,\N,453.0,113.0,6.82,3.03
2023-01-16,1.6,13.57,15.17,861.9807943633161,17.599,7.02,449.1,1004.0,490.0,72.0,63.0,7.08,478.9,1014.0,510.0,\N,52000000.0,28000000.0,695.0,7.0,590.0,358.9,528.0,241.0,6.42,28.0,14.5,91.0,10600.0,6.62,21.0,14.5,63.0,15780.0,7.09,5.4,49.0,8.7,11.5,20.0,6.69,6.7,52.0,8.4,660.0,240.0,0.2,6.285,0.84,6955.0,4390.0,825.0,118.553637545868,6.42,0.875,7700.0,4735.0,850.0,110.479912052431,6.205,3.975,58.16,6.0,5.57,53.95,576.0,650.0,0.8861538461538462,195.0,6.77,5.53,48.1,1560.0,1900.0,0.8210526315789474,22.34,6.51,5.69,47.8,1044.0,1425.0,0.7326315789473684,15.98,6.65,5.71,50.49,21.91,51.79,103.0,\N,\N,\N,556.0,141.0,6.89,2.77
2023-01-17,1.8,13.09,14.89,791.2216377065732,18.819,7.13,433.9,892.0,555.0,64.0,65.5,7.14,494.1,1039.0,650.0,\N,41000000.0,19000000.0,510.0,7.04,365.0,329.1,703.0,257.0,6.42,27.0,12.7,98.0,14130.0,6.71,20.0,11.7,136.0,15520.0,7.09,5.5,38.0,8.7,8.0,22.0,6.82,6.0,63.0,9.0,710.0,200.0,0.5,6.725,0.755,6615.0,4035.0,855.0,130.12729844413,6.795,0.555,7560.0,4575.0,840.0,111.377894546685,6.22,3.95,56.425,6.12,5.5,53.61,744.0,675.0,1.1022222222222222,154.0,6.79,4.69,46.44,1488.0,2000.0,0.744,\N,6.67,5.84,50.47,1008.0,1350.0,0.7466666666666667,\N,6.59,4.26,44.72,21.75,47.85,166.0,\N,\N,\N,453.0,170.0,7.03,2.14
2023-01-18,1.9,13.7,15.6,775.7720423690884,20.109,7.03,559.1,895.0,470.0,70.0,75.0,7.29,478.9,993.0,575.0,\N,30000000.0,11000000.0,685.0,7.19,1000.0,328.9,682.0,271.0,6.79,19.0,12.1,108.0,12850.0,6.86,10.0,9.7,161.0,16420.0,7.13,7.0,80.0,8.0,15.0,16.0,7.02,5.2,52.0,8.2,610.0,\N,0.2,6.92,0.625,6470.0,5050.0,895.0,138.330757341577,6.97,0.37,7480.0,5745.0,905.0,120.984118812164,6.45,4.5975,51.83,6.47,5.82,54.81,696.0,700.0,0.9942857142857143,173.0,7.0,4.71,43.45,1704.0,1975.0,0.8627848101265823,22.56,6.7,5.32,53.48,1068.0,1525.0,0.700327868852459,15.34,7.01,3.41,49.32,21.57,49.68,157.0,\N,\N,\N,453.0,113.0,6.81,3.12
2023-01-19,1.8,14.64,16.44,953.5409779015139,17.241,6.78,659.4,1210.0,775.0,78.0,105.0,7.09,779.1,1539.0,1080.0,\N,44000000.0,23000000.0,625.0,7.22,1050.0,599.1,1504.0,262.0,6.91,25.0,15.1,122.0,12280.0,6.84,14.0,13.1,168.0,14900.0,7.12,7.7,59.0,8.7,8.0,14.0,6.98,6.6,63.0,8.6,810.0,\N,0.2,6.895,0.61,7085.0,5240.0,895.0,126.328743099703,6.925,0.82,7160.0,5540.0,885.0,123.611111111111,6.51,5.015,49.27,6.24,6.19,54.66,516.0,800.0,0.645,181.0,7.0,5.23,43.19,1404.0,1850.0,0.7589189189189189,22.69,6.79,6.36,45.58,1152.0,1475.0,0.7810169491525424,15.01,6.8,5.27,48.88,21.31,49.31,167.0,\N,\N,\N,556.0,141.0,7.09,3.22
2023-01-20,1.7,14.57,16.27,983.913884857281,16.536,6.99,599.4,1014.0,905.0,84.0,104.5,6.95,569.4,1203.0,600.0,\N,58000000.0,44000000.0,485.0,7.02,490.0,509.4,920.0,282.0,6.49,25.0,16.4,56.0,11630.0,6.87,14.0,12.4,52.0,17180.0,7.21,6.9,38.0,8.0,14.0,8.0,7.09,8.0,38.0,9.6,770.0,330.0,0.5,6.42,0.62,7325.0,4520.0,845.0,116.004615378833,6.62,0.645,8200.0,5070.0,830.0,101.303087293894,6.2075,4.3825,51.595,6.19,6.05,54.6,504.0,725.0,0.6951724137931035,197.0,6.86,4.93,45.32,1392.0,1775.0,0.7842253521126761,22.71,6.76,5.9,46.36,1044.0,1375.0,0.7592727272727273,14.95,6.69,5.66,46.65,21.37,47.88,173.0,\N,\N,\N,226.0,85.0,6.83,2.81
2023-01-21,1.9,13.91,15.81,840.0637619553667,18.82,7.2,779.1,1067.0,800.0,74.0,85.5,7.06,359.4,1158.0,460.0,\N,52000000.0,31000000.0,675.0,7.0,365.0,329.4,892.0,245.0,6.68,18.0,12.4,56.0,9540.0,6.77,11.0,10.4,70.0,17090.0,7.48,6.6,73.0,8.7,9.0,8.0,7.03,7.3,63.0,9.8,540.0,200.0,0.5,6.515,0.64,6715.0,4600.0,850.0,126.713821789226,6.65,0.48,8370.0,6005.0,875.0,104.56290051746,6.3675,4.315,54.2275,6.28,5.84,57.71,504.0,825.0,0.610909090909091,147.0,6.92,5.23,42.93,1356.0,1725.0,0.7860869565217391,22.76,6.84,5.98,46.23,1056.0,1575.0,0.6704761904761904,14.9,6.72,5.64,46.57,25.6,48.28,154.0,\N,\N,\N,283.0,56.0,6.73,2.06
2023-01-22,1.7,14.17,15.87,849.1626090213495,18.689,7.3,719.3,1133.0,760.0,100.0,131.0,7.65,689.1,1126.0,720.0,\N,49000000.0,20000000.0,640.0,7.43,535.0,599.1,972.0,252.0,7.05,14.0,14.1,101.0,11340.0,7.03,18.0,16.1,115.0,18090.0,7.19,6.1,79.0,8.0,9.0,23.0,7.29,7.0,66.0,8.6,340.0,\N,0.5,6.36,0.495,6955.0,4120.0,875.0,125.823317084062,6.795,0.57,7905.0,4860.0,865.0,109.452127148756,6.5325,3.9025,56.5975,6.15,5.44,55.34,588.0,675.0,0.8711111111111111,180.0,7.02,4.51,45.76,1380.0,1625.0,0.8492307692307692,22.76,6.61,5.71,49.04,1152.0,1475.0,0.7810169491525424,14.57,6.94,5.92,40.1,21.14,48.78,172.0,\N,\N,\N,283.0,85.0,7.01,3.19
2023-01-23,1.7,14.69,16.39,903.876909502013,18.133,7.22,419.3,1174.0,450.0,100.8,22.4,7.72,569.3,1210.0,660.0,\N,30000000.0,16000000.0,795.0,7.12,1370.0,539.3,966.0,243.0,6.97,19.0,14.3,100.0,10800.0,6.94,19.0,17.3,113.0,18837.0,7.23,7.9,92.0,8.7,7.5,22.4,7.0,6.1,84.0,8.4,450.0,100.0,0.5,6.52,0.59,6985.0,4515.0,855.0,122.986315607137,6.775,0.645,8170.0,5275.0,885.0,108.367509683299,6.44,4.3575,49.7225,6.4,5.77,54.51,840.0,700.0,1.2,174.0,6.84,6.89,47.57,1764.0,1550.0,1.1380645161290324,22.88,6.81,6.52,50.82,1020.0,1450.0,0.7034482758620689,14.51,6.96,6.5,45.14,22.07,49.61,169.0,\N,\N,\N,226.0,56.0,6.45,2.81
2023-01-24,1.7,11.58,13.28,801.0133301164122,16.579,7.3,404.3,1076.0,625.0,63.8,92.5,7.48,569.3,1190.0,585.0,\N,64000000.0,20000000.0,520.0,7.19,745.0,569.3,1151.0,240.0,6.96,26.0,20.3,97.0,8500.0,6.94,26.0,17.3,89.0,15590.0,7.09,5.0,84.0,10.0,6.5,16.2,7.03,7.6,87.0,9.0,520.0,200.0,0.2,6.57,0.57,6370.0,4060.0,815.0,128.030168326221,6.505,0.475,8285.0,5420.0,890.0,107.44102294929,6.455,4.1625,55.3475,6.4,5.81,55.81,\N,700.0,\N,175.0,7.06,4.95,47.52,1020.0,1675.0,0.608955223880597,22.91,6.74,5.77,49.74,828.0,1300.0,0.6369230769230769,14.51,7.31,5.3,55.16,21.18,50.83,151.0,\N,\N,\N,453.0,113.0,7.03,3.01
2023-01-25,1.5,13.23,14.73,921.258365126024,15.989,6.98,659.0,767.0,725.0,74.5,47.0,7.18,359.3,1143.0,680.0,\N,47000000.0,14000000.0,575.0,7.11,1110.0,344.3,978.0,367.0,6.77,28.0,7.7,120.0,10580.0,6.78,14.0,10.7,110.0,14750.0,7.12,7.6,77.0,9.3,3.5,17.4,6.96,4.4,89.0,9.4,480.0,100.0,0.6,6.52,0.92,5850.0,3180.0,705.0,120.791788856305,6.545,0.63,7675.0,4865.0,875.0,114.085464276612,6.4625,3.7775,56.0425,6.42,5.58,58.29,\N,600.0,\N,114.0,7.0,4.84,50.94,1212.0,1675.0,0.7235820895522388,23.89,6.78,6.14,50.03,1056.0,1675.0,0.6304477611940299,15.08,7.28,4.73,48.39,20.82,51.4,171.0,\N,\N,\N,283.0,56.0,6.79,3.11
2023-01-26,1.7,14.65,16.35,779.7224474223855,20.969,6.98,449.1,1438.0,690.0,89.6,91.5,7.26,569.0,940.0,695.0,\N,39000000.0,21000000.0,495.0,7.05,700.0,539.0,752.0,243.0,6.81,32.0,19.0,110.0,7950.0,6.83,19.0,16.0,156.0,14310.0,6.94,9.1,87.0,13.7,4.5,12.3,6.83,7.3,84.0,9.4,400.0,\N,0.2,6.725,1.015,5610.0,3710.0,680.0,120.821710330812,6.715,0.875,7240.0,3660.0,805.0,111.349390903262,6.5175,3.9825,55.075,6.45,5.54,55.7,684.0,550.0,1.2436363636363637,161.0,7.08,4.94,44.87,1572.0,2125.0,0.739764705882353,24.89,6.73,5.95,46.75,1092.0,1375.0,0.7941818181818182,16.01,6.94,4.71,52.44,21.68,52.19,181.0,\N,\N,\N,226.0,85.0,7.02,2.89
2023-01-27,1.7,14.66,16.36,908.8888888888889,18.0,6.99,479.2,965.0,740.0,89.6,59.0,6.98,539.1,1483.0,685.0,\N,33000000.0,17000000.0,670.0,7.1,740.0,599.1,1364.0,258.0,6.31,27.0,23.1,91.0,8750.0,6.43,35.0,18.1,59.0,14600.0,6.91,8.2,59.0,11.7,10.5,12.3,6.53,11.1,52.0,15.4,340.0,100.0,0.2,6.52,1.005,5830.0,3455.0,550.0,93.5588820935856,6.685,0.69,7105.0,4285.0,665.0,93.6364323146536,6.35,4.2775,54.8925,6.54,5.64,56.51,564.0,425.0,1.3270588235294118,123.0,6.99,7.92,44.61,1404.0,1875.0,0.7488,25.67,6.73,6.73,50.88,1368.0,1450.0,0.9434482758620689,17.89,6.81,4.84,59.69,22.86,57.32,165.0,\N,\N,\N,226.0,85.0,6.71,3.04
2023-01-28,1.7,15.51,17.21,1066.2949194547707,16.14,7.1,539.0,824.0,650.0,62.2,75.5,7.13,479.2,1014.0,650.0,\N,40000000.0,22000000.0,570.0,7.05,980.0,449.2,979.0,244.0,6.63,27.0,21.2,77.0,7930.0,6.69,28.0,17.2,112.0,12320.0,6.94,7.0,97.0,9.0,9.0,12.9,6.85,8.2,91.0,11.0,250.0,100.0,0.2,6.635,0.965,5600.0,3125.0,675.0,123.54237621274,6.525,0.57,6555.0,3810.0,705.0,107.429273373533,6.465,4.555,43.2725,6.8,5.82,51.83,924.0,575.0,1.6069565217391304,145.0,6.98,4.44,47.01,1284.0,1800.0,0.7133333333333334,26.12,6.73,6.45,44.35,1512.0,1325.0,1.141132075471698,18.76,6.91,4.68,53.32,21.45,57.55,176.0,\N,\N,\N,453.0,56.0,6.59,2.74
